GLOBAL OPTIMUM SEARCH OF RE-EVALUATED BINARY ONEMAX
WITH ADDED POSTERIOR NOISE ~N(0, SIGMA)

NUMBER OF FITNESS EVALUATIONS FOR   (mu + 1)-EA

DATE:   2015-12-3 (year-month-day)
TIME:   9:44:3 (hour:min:sec)
SEED:   1

EXPERIMENTS PERFORMED ON:   MacBook Pro (13" Retina, Beginning 2015)
OPERATING SYSTEM:   Mac OS X Version 10.11.1
PROCESSOR:   2.7GHz dual-core Intel Core i5 (Turbo Boost up to 3.1GHz) with 3MB shared L3 cache
MEMORY:   8GB of 1866MHz LPDDR3

DIMENSION MU SIGMA N_RE_EVALUATIONS N_FITNESS_EVALUATIONS
100 12 10 6 915192
100 12 10 6 610272
100 12 10 6 2892312
100 12 10 6 2804832
100 12 10 6 5254056
100 12 10 6 846864
100 12 10 6 821592
100 12 10 6 3225744
100 12 10 6 4447872
100 12 10 6 2063952
100 12 10 6 7565616
100 12 10 6 610848
100 12 10 6 3080160
100 12 10 6 566208
100 12 10 6 988704
100 12 10 6 5453352
100 12 10 6 3951360
100 12 10 6 3244968
100 12 10 6 428256
100 12 10 6 1687968
100 12 10 6 2184696
100 12 10 6 1358136
100 12 10 6 1130832
100 12 10 6 1139832
100 12 10 6 1697832
100 12 10 6 609552
100 12 10 6 2068992
100 12 10 6 5072184
100 12 10 6 1096992
100 12 10 6 5150520
100 12 10 6 2785248
100 12 10 6 1502208
100 12 10 6 2376144
100 12 10 6 1553400
100 12 10 6 1473048
100 12 10 6 423792
100 12 10 6 610488
100 12 10 6 1515384
100 12 10 6 737928
100 12 10 6 3755880
100 12 10 6 1048464
100 12 10 6 1483848
100 12 10 6 868320
100 12 10 6 1114488
100 12 10 6 4463712
100 12 10 6 5174280
100 12 10 6 538344
100 12 10 6 4651200
100 12 10 6 1761768
100 12 10 6 883512
100 12 10 6 609912
100 12 10 6 3074184
100 12 10 6 3444840
100 12 10 6 751968
100 12 10 6 2221560
100 12 10 6 1317456
100 12 10 6 629208
100 12 10 6 3078504
100 12 10 6 2645208
100 12 10 6 4888368
100 12 10 6 467280
100 12 10 6 1080072
100 12 10 6 1738368
100 12 10 6 771048
100 12 10 6 854424
100 12 10 6 1690848
100 12 10 6 1233288
100 12 10 6 1423224
100 12 10 6 1479816
100 12 10 6 2350944
100 12 10 6 4464576
100 12 10 6 6103656
100 12 10 6 1478736
100 12 10 6 1275408
100 12 10 6 1166328
100 12 10 6 1245096
100 12 10 6 2518128
100 12 10 7 1025556
100 12 10 7 2772504
100 12 10 7 719628
100 12 10 7 7623000
100 12 10 7 584640
100 12 10 7 1377012
100 12 10 7 661668
100 12 10 7 834036
100 12 10 7 745164
100 12 10 7 1113588
100 12 10 7 378504
100 12 10 7 648312
100 12 10 7 2342088
100 12 10 7 1970472
100 12 10 7 6288492
100 12 10 7 672672
100 12 10 7 1515612
100 12 10 7 3924480
100 12 10 7 570528
100 12 10 7 728784
100 12 10 7 1205316
100 12 10 7 856128
100 12 10 7 800352
100 12 10 7 4364136
100 12 10 7 399672
100 12 10 7 1826160
100 12 10 7 1009176
100 12 10 7 610260
100 12 10 7 671496
100 12 10 7 1136184
100 12 10 7 5132316
100 12 10 7 529704
100 12 10 7 1910664
100 12 10 7 667548
100 12 10 7 1422036
100 12 10 7 2010372
100 12 10 7 936684
100 12 10 7 980532
100 12 10 7 660996
100 12 10 7 632940
100 12 10 7 5422368
100 12 10 7 1402968
100 12 10 7 532644
100 12 10 7 1486716
100 12 10 7 2012724
100 12 10 7 1290072
100 12 10 7 992628
100 12 10 7 1472352
100 12 10 7 711648
100 12 10 7 452592
100 12 10 7 2221128
100 12 10 7 1252104
100 12 10 7 417396
100 12 10 7 865536
100 12 10 7 379512
100 12 10 7 1341816
100 12 10 7 1080324
100 12 10 7 3064320
100 12 10 7 1022700
100 12 10 7 917532
100 12 10 7 3462816
100 12 10 7 623364
100 12 10 7 5117364
100 12 10 7 516936
100 12 10 7 478044
100 12 10 7 746508
100 12 10 7 524244
100 12 10 7 639324
100 12 10 7 4548432
100 12 10 7 2231880
100 12 10 7 1159032
100 12 10 7 731808
100 12 10 7 1594068
100 12 10 7 389844
100 12 10 7 930300
100 12 10 7 867804
100 12 10 7 1747200
100 12 10 7 461496
100 12 10 7 1010268
100 12 10 7 387324
100 12 10 7 805560
100 12 10 7 1593144
100 12 10 7 813456
100 12 10 7 1491840
100 12 10 7 1938972
100 12 10 7 3261468
100 12 10 7 1291584
100 12 10 7 656124
100 12 10 7 1751484
100 12 10 7 694176
100 12 10 7 2644740
100 12 10 7 1227240
100 12 10 7 1651440
100 12 10 7 2328564
100 12 10 7 2895648
100 12 10 7 1371804
100 12 10 7 722904
100 12 10 7 3277008
100 12 10 7 1514268
100 12 10 7 4036872
100 12 10 8 1204800
100 12 10 8 1323744
100 12 10 8 675264
100 12 10 8 2293632
100 12 10 8 2207328
100 12 10 8 1203264
100 12 10 8 404928
100 12 10 8 807936
100 12 10 8 1158432
100 12 10 8 1523136
100 12 10 8 845568
100 12 10 8 1118304
100 12 10 8 2511840
100 12 10 8 965952
100 12 10 8 950304
100 12 10 8 1318368
100 12 10 8 778848
100 12 10 8 1071648
100 12 10 8 3947904
100 12 10 8 336576
100 12 10 8 533664
100 12 10 8 966720
100 12 10 8 567168
100 12 10 8 731904
100 12 10 8 631968
100 12 10 8 1024512
100 12 10 8 3208896
100 12 10 8 874752
100 12 10 8 1231488
100 12 10 8 983616
100 12 10 8 624960
100 12 10 8 1425408
100 12 10 8 803904
100 12 10 8 2529120
100 12 10 8 3193344
100 12 10 8 744288
100 12 10 8 444672
100 12 10 8 1032288
100 12 10 8 2769984
100 12 10 8 1271232
100 12 10 8 1347264
100 12 10 8 840096
100 12 10 8 742464
100 12 10 8 1147200
100 12 10 8 4915872
100 12 10 8 1795200
100 12 10 8 1335648
100 12 10 8 878976
100 12 10 8 467520
100 12 10 8 1071264
100 12 10 8 778080
100 12 10 8 993792
100 12 10 8 910560
100 12 10 8 663840
100 12 10 8 1024800
100 12 10 8 576192
100 12 10 8 1621728
100 12 10 8 1914528
100 12 10 8 1252032
100 12 10 8 1058016
100 12 10 8 1967616
100 12 10 8 469824
100 12 10 8 892224
100 12 10 8 847008
100 12 10 8 650784
100 12 10 8 615840
100 12 10 8 1331328
100 12 10 8 2156256
100 12 10 8 1958688
100 12 10 8 751104
100 12 10 8 2110848
100 12 10 8 1077888
100 12 10 8 906240
100 12 10 8 504864
100 12 10 8 715008
100 12 10 8 557184
100 12 10 8 698784
100 12 10 8 388512
100 12 10 8 770400
100 12 10 8 2966976
100 12 10 8 2284128
100 12 10 8 1475808
100 12 10 8 622560
100 12 10 8 1439040
100 12 10 8 823584
100 12 10 8 1225728
100 12 10 8 1371840
100 12 10 8 614688
100 12 10 8 2156832
100 12 10 8 633024
100 12 10 8 416736
100 12 10 8 1104288
100 12 10 8 2886048
100 12 10 8 1388160
100 12 10 8 555744
100 12 10 8 1361088
100 12 10 8 343776
100 12 10 8 494016
100 12 10 8 1779264
100 12 10 8 849120
100 12 10 9 910008
100 12 10 9 540648
100 12 10 9 1236168
100 12 10 9 1173528
100 12 10 9 1707156
100 12 10 9 1967112
100 12 10 9 590004
100 12 10 9 882684
100 12 10 9 597132
100 12 10 9 537300
100 12 10 9 1056996
100 12 10 9 737748
100 12 10 9 605556
100 12 10 9 984096
100 12 10 9 623916
100 12 10 9 691524
100 12 10 9 958284
100 12 10 9 646272
100 12 10 9 929232
100 12 10 9 375732
100 12 10 9 1351836
100 12 10 9 931068
100 12 10 9 1427652
100 12 10 9 839268
100 12 10 9 732348
100 12 10 9 1028700
100 12 10 9 562032
