GLOBAL OPTIMUM SEARCH OF RE-EVALUATED BINARY ONEMAX
WITH ADDED POSTERIOR NOISE ~N(0, SIGMA)

NUMBER OF FITNESS EVALUATIONS FOR   (mu + 1)-GA

DATE:   2015-11-27 (year-month-day)
TIME:   15:41:8 (hour:min:sec)
SEED:   1

EXPERIMENTS PERFORMED ON:   MacBook Pro (13" Retina, Beginning 2015)
OPERATING SYSTEM:   Mac OS X Version 10.11.1
PROCESSOR:   2.7GHz dual-core Intel Core i5 (Turbo Boost up to 3.1GHz) with 3MB shared L3 cache
MEMORY:   8GB of 1866MHz LPDDR3

DIMENSION MU SIGMA N_RE_EVALUATIONS N_FITNESS_EVALUATIONS
100 10 10 7 223020
100 10 10 7 463330
100 10 10 7 479290
100 10 10 7 181090
100 10 10 7 199150
100 10 10 7 358330
100 10 10 7 226870
100 10 10 7 176120
100 10 10 7 358820
100 10 10 7 170940
100 10 10 7 396970
100 10 10 7 316750
100 10 10 7 310520
100 10 10 7 253470
100 10 10 7 354060
100 10 10 7 234430
100 10 10 7 235410
100 10 10 7 269080
100 10 10 7 264950
100 10 10 7 277970
100 10 10 7 313600
100 10 10 7 230510
100 10 10 7 363020
100 10 10 7 665280
100 10 10 7 325850
100 10 10 7 332780
100 10 10 8 237760
100 10 10 8 394480
100 10 10 8 359840
100 10 10 8 279680
100 10 10 8 119120
100 10 10 8 180160
100 10 10 8 263360
100 10 10 8 257280
100 10 10 8 212960
100 10 10 8 182320
100 10 10 8 212640
100 10 10 8 174240
100 10 10 8 340000
100 10 10 8 342400
100 10 10 8 265440
100 10 10 8 307360
100 10 10 8 212400
100 10 10 8 494160
100 10 10 8 414320
100 10 10 8 151920
100 10 10 8 247360
100 10 10 8 604320
100 10 10 8 168080
100 10 10 8 253040
100 10 10 8 163680
100 10 10 8 156400
100 10 10 8 158320
100 10 10 8 211040
100 10 10 8 259120
100 10 10 8 235120
100 10 10 8 204400
100 10 10 8 183840
100 10 10 8 300160
100 10 10 8 227200
100 10 10 8 541120
100 10 10 8 224480
100 10 10 8 236320
100 10 10 8 244720
100 10 10 8 176160
100 10 10 8 192320
100 10 10 8 243200
100 10 10 8 186480
100 10 10 8 543840
100 10 10 8 164880
100 10 10 8 277760
100 10 10 8 225520
100 10 10 8 296720
100 10 10 8 186960
100 10 10 8 164640
100 10 10 8 222960
100 10 10 8 206800
100 10 10 8 196160
100 10 10 8 147600
100 10 10 8 258240
100 10 10 8 230880
100 10 10 8 189040
100 10 10 8 124640
100 10 10 8 315200
100 10 10 8 179680
100 10 10 8 342640
100 10 10 8 299120
100 10 10 8 179280
100 10 10 8 277680
100 10 10 8 399360
100 10 10 8 263680
100 10 10 8 224640
100 10 10 8 269200
100 10 10 8 272720
100 10 10 8 366080
100 10 10 8 353040
100 10 10 8 138800
100 10 10 8 215360
100 10 10 8 313200
100 10 10 8 191360
100 10 10 8 334400
100 10 10 8 158960
100 10 10 8 569600
100 10 10 8 236720
100 10 10 8 330160
100 10 10 8 164560
100 10 10 8 197840
100 10 10 8 292160
100 10 10 8 318640
100 10 10 8 187680
100 10 10 8 225760
100 10 10 8 241280
100 10 10 8 189760
100 10 10 8 564640
100 10 10 8 242240
100 10 10 8 249040
100 10 10 8 348880
100 10 10 8 267520
100 10 10 8 692960
100 10 10 8 297520
100 10 10 8 313360
100 10 10 8 155520
100 10 10 8 258560
100 10 10 8 235920
100 10 10 8 318320
100 10 10 8 298800
100 10 10 9 225810
100 10 10 9 353160
100 10 10 9 418320
100 10 10 9 506610
100 10 10 9 373320
100 10 10 9 216900
100 10 10 9 267390
